[2026-04-03 12:57:29,377] 17 networksecurity.logging - INFO - Entered the DataIngestionStage
[2026-04-03 12:57:33,270] 65 networksecurity.logging - INFO - Performed train test split on the dataframe
[2026-04-03 12:57:33,270] 66 networksecurity.logging - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-04-03 12:57:33,272] 73 networksecurity.logging - INFO - Exporting train and test file path
[2026-04-03 12:57:33,658] 83 networksecurity.logging - INFO - Exporting train and test file path
[2026-04-03 12:57:33,663] 19 networksecurity.logging - INFO - Data Ingestion Completed now turn for Data Validation
[2026-04-03 12:57:33,668] 25 networksecurity.logging - INFO - Data Validation initialized
[2026-04-03 12:57:33,717] 32 networksecurity.logging - INFO - Require number of columns=31
[2026-04-03 12:57:33,718] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-04-03 12:57:33,718] 32 networksecurity.logging - INFO - Require number of columns=31
[2026-04-03 12:57:33,718] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-04-03 12:57:34,704] 27 networksecurity.logging - INFO - Data Validation Completed
[2026-04-03 12:57:34,704] 36 networksecurity.logging - INFO - Data Transformation Initiated
[2026-04-03 12:57:34,704] 57 networksecurity.logging - INFO - Enter initiate_data_transformation method of DataTransformation class
[2026-04-03 12:57:34,704] 59 networksecurity.logging - INFO - Started Data Transformation
[2026-04-03 12:57:34,753] 45 networksecurity.logging - INFO - Entered get_data_transformer_object class
[2026-04-03 12:57:34,753] 50 networksecurity.logging - INFO - Initialise KNN Imputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} params
[2026-04-03 12:57:34,788] 49 networksecurity.logging - INFO - Entered the save_object method of mainutils class
[2026-04-03 12:57:34,793] 55 networksecurity.logging - INFO - Exited the save_object method of MainUtils class
[2026-04-03 12:57:34,798] 38 networksecurity.logging - INFO - Data Transformation Completed
[2026-04-03 12:57:34,798] 43 networksecurity.logging - INFO - Model Training Started
[2026-04-03 13:05:12,655] 49 networksecurity.logging - INFO - Entered the save_object method of mainutils class
[2026-04-03 13:05:12,800] 55 networksecurity.logging - INFO - Exited the save_object method of MainUtils class
[2026-04-03 13:05:12,805] 107 networksecurity.logging - INFO - Model trainer artifact ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_03_2026_12_57_13\\model_trainer\\trained_model', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909580412475871, precision_score=0.988447507093636, recall_score=0.9934813607659401), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909580412475871, precision_score=0.988447507093636, recall_score=0.9934813607659401))
[2026-04-03 13:05:12,812] 47 networksecurity.logging - INFO - Model Training completed
