[2026-04-03 12:39:05,089] 17 networksecurity.logging - INFO - Entered the DataIngestionStage
[2026-04-03 12:39:18,812] 65 networksecurity.logging - INFO - Performed train test split on the dataframe
[2026-04-03 12:39:18,812] 66 networksecurity.logging - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-04-03 12:39:18,817] 73 networksecurity.logging - INFO - Exporting train and test file path
[2026-04-03 12:39:19,158] 83 networksecurity.logging - INFO - Exporting train and test file path
[2026-04-03 12:39:19,158] 19 networksecurity.logging - INFO - Data Ingestion Completed now turn for Data Validation
[2026-04-03 12:39:19,164] 25 networksecurity.logging - INFO - Data Validation initialized
[2026-04-03 12:39:19,232] 32 networksecurity.logging - INFO - Require number of columns=31
[2026-04-03 12:39:19,232] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-04-03 12:39:19,233] 32 networksecurity.logging - INFO - Require number of columns=31
[2026-04-03 12:39:19,233] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-04-03 12:39:19,727] 27 networksecurity.logging - INFO - Data Validation Completed
[2026-04-03 12:39:19,727] 36 networksecurity.logging - INFO - Data Transformation Initiated
[2026-04-03 12:39:19,727] 57 networksecurity.logging - INFO - Enter initiate_data_transformation method of DataTransformation class
[2026-04-03 12:39:19,727] 59 networksecurity.logging - INFO - Started Data Transformation
[2026-04-03 12:39:19,807] 45 networksecurity.logging - INFO - Entered get_data_transformer_object class
[2026-04-03 12:39:19,808] 50 networksecurity.logging - INFO - Initialise KNN Imputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} params
[2026-04-03 12:39:19,853] 49 networksecurity.logging - INFO - Entered the save_object method of mainutils class
[2026-04-03 12:39:19,863] 55 networksecurity.logging - INFO - Exited the save_object method of MainUtils class
[2026-04-03 12:39:19,868] 38 networksecurity.logging - INFO - Data Transformation Completed
[2026-04-03 12:39:19,868] 43 networksecurity.logging - INFO - Model Training Started
[2026-04-03 12:45:02,504] 49 networksecurity.logging - INFO - Entered the save_object method of mainutils class
[2026-04-03 12:45:02,539] 55 networksecurity.logging - INFO - Exited the save_object method of MainUtils class
[2026-04-03 12:45:02,540] 93 networksecurity.logging - INFO - Model trainer artifact ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_03_2026_12_38_59\\model_trainer\\trained_model', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909211465877793, precision_score=0.9898104748318728, recall_score=0.9920343137254902), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909211465877793, precision_score=0.9898104748318728, recall_score=0.9920343137254902))
[2026-04-03 12:45:02,543] 47 networksecurity.logging - INFO - Model Training completed
