[2026-04-03 15:53:18,180] 17 networksecurity.logging - INFO - Entered the DataIngestionStage
[2026-04-03 15:53:23,904] 65 networksecurity.logging - INFO - Performed train test split on the dataframe
[2026-04-03 15:53:23,908] 66 networksecurity.logging - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-04-03 15:53:23,910] 73 networksecurity.logging - INFO - Exporting train and test file path
[2026-04-03 15:53:25,102] 83 networksecurity.logging - INFO - Exporting train and test file path
[2026-04-03 15:53:25,105] 19 networksecurity.logging - INFO - Data Ingestion Completed now turn for Data Validation
[2026-04-03 15:53:25,151] 25 networksecurity.logging - INFO - Data Validation initialized
[2026-04-03 15:53:25,283] 32 networksecurity.logging - INFO - Require number of columns=31
[2026-04-03 15:53:25,284] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-04-03 15:53:25,285] 32 networksecurity.logging - INFO - Require number of columns=31
[2026-04-03 15:53:25,286] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-04-03 15:53:26,485] 27 networksecurity.logging - INFO - Data Validation Completed
[2026-04-03 15:53:26,487] 36 networksecurity.logging - INFO - Data Transformation Initiated
[2026-04-03 15:53:26,488] 57 networksecurity.logging - INFO - Enter initiate_data_transformation method of DataTransformation class
[2026-04-03 15:53:26,489] 59 networksecurity.logging - INFO - Started Data Transformation
[2026-04-03 15:53:26,591] 45 networksecurity.logging - INFO - Entered get_data_transformer_object class
[2026-04-03 15:53:26,592] 50 networksecurity.logging - INFO - Initialise KNN Imputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} params
[2026-04-03 15:53:26,656] 49 networksecurity.logging - INFO - Entered the save_object method of mainutils class
[2026-04-03 15:53:26,698] 55 networksecurity.logging - INFO - Exited the save_object method of MainUtils class
[2026-04-03 15:53:26,702] 38 networksecurity.logging - INFO - Data Transformation Completed
[2026-04-03 15:53:26,704] 43 networksecurity.logging - INFO - Model Training Started
[2026-04-03 15:59:58,433] 49 networksecurity.logging - INFO - Entered the save_object method of mainutils class
[2026-04-03 15:59:58,476] 55 networksecurity.logging - INFO - Exited the save_object method of MainUtils class
[2026-04-03 15:59:58,477] 108 networksecurity.logging - INFO - Model trainer artifact ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_03_2026_15_53_04\\model_trainer\\trained_model', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.991663277755185, precision_score=0.9894501927368634, recall_score=0.9938862848991237), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.991663277755185, precision_score=0.9894501927368634, recall_score=0.9938862848991237))
[2026-04-03 15:59:58,480] 47 networksecurity.logging - INFO - Model Training completed
