[2026-03-20 18:58:04,228] 15 networksecurity.logging - INFO - Entered the DataIngestionStage
[2026-03-20 18:58:07,572] 65 networksecurity.logging - INFO - Performed train test split on the dataframe
[2026-03-20 18:58:07,572] 66 networksecurity.logging - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-03-20 18:58:07,572] 73 networksecurity.logging - INFO - Exporting train and test file path
[2026-03-20 18:58:07,911] 83 networksecurity.logging - INFO - Exporting train and test file path
[2026-03-20 18:58:07,913] 17 networksecurity.logging - INFO - Data Ingestion Completed now turn for Data Validation
[2026-03-20 18:58:07,919] 23 networksecurity.logging - INFO - Data Validation initialized
[2026-03-20 18:58:07,982] 31 networksecurity.logging - INFO - Require number of columns=2
[2026-03-20 18:58:07,982] 32 networksecurity.logging - INFO - DataFrames columns number 31
[2026-03-20 18:58:07,983] 31 networksecurity.logging - INFO - Require number of columns=2
[2026-03-20 18:58:07,983] 32 networksecurity.logging - INFO - DataFrames columns number 31
