[2026-03-20 19:05:50,281] 15 networksecurity.logging - INFO - Entered the DataIngestionStage
[2026-03-20 19:05:53,606] 65 networksecurity.logging - INFO - Performed train test split on the dataframe
[2026-03-20 19:05:53,606] 66 networksecurity.logging - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-03-20 19:05:53,606] 73 networksecurity.logging - INFO - Exporting train and test file path
[2026-03-20 19:05:53,979] 83 networksecurity.logging - INFO - Exporting train and test file path
[2026-03-20 19:05:53,979] 17 networksecurity.logging - INFO - Data Ingestion Completed now turn for Data Validation
[2026-03-20 19:05:53,984] 23 networksecurity.logging - INFO - Data Validation initialized
[2026-03-20 19:05:54,050] 32 networksecurity.logging - INFO - Require number of columns=2
[2026-03-20 19:05:54,050] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-03-20 19:05:54,050] 32 networksecurity.logging - INFO - Require number of columns=2
[2026-03-20 19:05:54,050] 33 networksecurity.logging - INFO - DataFrames columns number 31
[2026-03-20 19:05:54,720] 25 networksecurity.logging - INFO - Data Validation Completed
